#	2.9478756625350555E-7	Directed	graph	(each	unordered	pair	of	nodes	is	saved	once):	soc-Epinions1.txt
(each	4.4664782765682656E-7
16770	3.635713317126568E-6	1011
16771	1.965250441690037E-6
16772	1.965250441690037E-6	54705
16773	3.635713317126568E-6	1011
16774	2.9478756625350555E-7	1011
16775	2.9478756625350555E-7	5650
16776	2.9478756625350555E-7	1011
16777	2.9478756625350555E-7	1011
16778	8.647101943436162E-6	1011
16779	2.9478756625350555E-7	4055
1678	8.548839421351657E-5	4570
16780	2.9478756625350555E-7	1012
16781	1.965250441690037E-6	1013
16782	2.9478756625350555E-7	1013
16783	8.647101943436162E-6	8364
16784	2.9478756625350555E-7	1014
16785	5.306176192563099E-6	32171
16786	2.9478756625350555E-7	1014
16787	1.1988027694309222E-5	3533
16788	1.1988027694309222E-5	2375
16789	1.965250441690037E-6
1679	6.97663906799963E-6	1181
16790	3.635713317126568E-6	1016
16791	6.97663906799963E-6
16792	3.635713317126568E-6	1016
16793	1.965250441690037E-6	1016
16794	1.965250441690037E-6	2547
16795	5.306176192563099E-6	1179
16796	5.306176192563099E-6	1161
16797	1.965250441690037E-6
16798	1.965250441690037E-6
16799	3.635713317126568E-6
168	7.379515408546086E-5	185
1680	5.876098820653209E-5	1621
16800	1.965250441690037E-6
16801	1.965250441690037E-6
16802	1.965250441690037E-6
16803	5.306176192563099E-6	28
16804	1.965250441690037E-6
16805	8.647101943436162E-6	4554
16806	1.965250441690037E-6	1016
16807	5.306176192563099E-6	136
16808	1.3658490569745754E-5	3683
16809	1.0317564818872692E-5	12719
1681	2.2010804946928405E-5	3994
16810	5.306176192563099E-6	40
16811	8.548839421351657E-5	11968
16812	1.1988027694309222E-5
16813	2.2010804946928405E-5	2696
16814	5.306176192563099E-6	1017
16815	1.965250441690037E-6	1017
16816	3.635713317126568E-6	1017
16817	5.306176192563099E-6	16816
16818	8.647101943436162E-6	2687
16819	8.647101943436162E-6	790
1682	8.647101943436162E-6	790
16820	1.965250441690037E-6
16821	2.9478756625350555E-7	16818
16822	1.965250441690037E-6	54728
16823	2.9478756625350555E-7	1017
16824	2.9478756625350555E-7	1017
16825	2.9478756625350555E-7	1017
16826	2.9478756625350555E-7	1017
16827	3.635713317126568E-6	1020
16828	8.647101943436162E-6	9862
16829	1.1988027694309222E-5	715
1683	1.8669879196055345E-5	225
16830	1.5328953445182282E-5	54730
16831	3.635713317126568E-6	1020
16832	1.2056811459768382E-4	54731
16833	2.5351730697801468E-5	1020
16834	3.036311932411106E-5	16829
16835	5.37495995802225E-5	18
16836	3.3704045074984125E-5	790
16837	8.647101943436162E-6	1020
16838	3.7044970825857184E-5	7512
16839	2.9478756625350555E-7	1020
1684	7.379515408546086E-5	4946
16840	2.9478756625350555E-7	12905
16841	2.9478756625350555E-7	1020
16842	1.965250441690037E-6	3180
16843	2.9478756625350555E-7	1020
16844	2.9478756625350555E-7	1020
16845	2.9478756625350555E-7	5253
16846	8.647101943436162E-6	31561
16847	2.9478756625350555E-7	9248
16848	1.965250441690037E-6	1020
16849	2.9478756625350555E-7	1020
1685	2.9478756625350555E-7	1323
16850	1.122158002205011E-4	9412
16851	1.5328953445182282E-5	715
16852	1.1988027694309222E-5	3499
16853	2.9478756625350555E-7	735
16854	6.043145108196862E-5	18738
16855	2.9478756625350555E-7	1020
16856	1.5328953445182282E-5	47317
16857	3.635713317126568E-6	24378
16858	1.3658490569745754E-5	1020
16859	2.2010804946928405E-5	4278
1686	1.1988027694309222E-5	1574
16860	2.2010804946928405E-5	42010
16861	1.6999416320618815E-5	726
16862	2.5351730697801468E-5	3433
16863	1.5328953445182282E-5	2704
16864	6.97663906799963E-6	1020
16865	8.647101943436162E-6	9324
16866	1.965250441690037E-6	3403
16867	1.0317564818872692E-5	112
16868	5.306176192563099E-6	1433
16869	4.0385896576730244E-5	2241
1687	2.9478756625350555E-7	14
16870	1.3658490569745754E-5	3369
16871	8.647101943436162E-6	860
16872	2.9478756625350555E-7	1021
16873	1.965250441690037E-6	19406
16874	2.9478756625350555E-7	1021
16875	5.306176192563099E-6	26690
16876	2.9478756625350555E-7	1021
16877	1.965250441690037E-6	2478
16878	6.97663906799963E-6	918
16879	6.97663906799963E-6	10322
1688	1.965250441690037E-6	1681
16880	2.9478756625350555E-7	1163
16881	2.9478756625350555E-7	1022
16882	1.8669879196055345E-5	7454
16883	6.97663906799963E-6	1022
16884	3.635713317126568E-6	49
16885	2.9478756625350555E-7	1023
16886	1.965250441690037E-6	6625
16887	3.2033582199547595E-5	135
16888	1.5328953445182282E-5	6171
16889	2.2010804946928405E-5	1023
1689	3.635713317126568E-6	4963
16890	1.965250441690037E-6	1023
16891	2.9478756625350555E-7	1023
16892	6.043145108196862E-5	7644
16893	3.2033582199547595E-5	15205
16894	6.711330258371474E-5	12823
16895	2.0340342071491875E-5	5837
16896	8.647101943436162E-6	4371
16897	3.3704045074984125E-5	4120
16898	3.5374507950420654E-5	54815
16899	2.9478756625350555E-7	1024
169	5.565589250866173E-4	242
1690	1.1388626309593764E-4	74943
16900	3.635713317126568E-6	1024
16901	3.635713317126568E-6	1024
16902	1.965250441690037E-6	5802
16903	2.9478756625350555E-7	2504
16904	1.1988027694309222E-5	790
16905	1.965250441690037E-6	1026
16906	2.9478756625350555E-7	2798
16907	2.9478756625350555E-7	1024
16908	2.9478756625350555E-7	1024
16909	5.306176192563099E-6	4552
1691	7.713607983633392E-5	4320
16910	6.97663906799963E-6	1024
16911	4.3726822327603304E-5	5678
16912	3.3704045074984125E-5	735
16913	6.97663906799963E-6	2608
16914	2.9478756625350555E-7	1025
16915	1.965250441690037E-6	1025
16916	2.9478756625350555E-7	14559
16917	3.635713317126568E-6	5514
16918	2.9478756625350555E-7	1025
16919	1.965250441690037E-6	5931
1692	4.87382109539129E-5	1918
16920	2.9478756625350555E-7	1025
16921	2.9478756625350555E-7	1025
16922	1.3658490569745754E-5	776
16923	5.306176192563099E-6	2028
16924	1.965250441690037E-6
16925	2.9478756625350555E-7	1026
16926	2.9478756625350555E-7	1026
16927	6.97663906799963E-6	10907
16928	3.635713317126568E-6
16929	1.0317564818872692E-5	22419
1693	2.9478756625350555E-7	14
16930	2.9478756625350555E-7	1027
16931	5.306176192563099E-6	10398
16932	6.97663906799963E-6	3596
16933	5.306176192563099E-6	5953
16934	5.306176192563099E-6	3143
16935	5.37495995802225E-5	6631
16936	3.7044970825857184E-5	15945
16937	4.5397285203039834E-5	21616
16938	5.306176192563099E-6	54862
16939	6.210191395740514E-5	15948
1694	9.049978283982615E-5	233
16940	3.635713317126568E-6
16941	8.647101943436162E-6	54871
16942	1.0317564818872692E-5	6553
16943	3.635713317126568E-6
16944	1.6999416320618815E-5	24161
16945	6.97663906799963E-6	12754
16946	3.036311932411106E-5	47919
16947	2.2010804946928405E-5	20703
16948	1.3658490569745754E-5	19379
16949	3.635713317126568E-6	1028
1695	5.709052533109556E-5	2264
16950	3.635713317126568E-6
16951	1.965250441690037E-6
16952	5.306176192563099E-6
16953	8.647101943436162E-6	23162
16954	8.647101943436162E-6	11555
16955	1.965250441690037E-6	1028
16956	5.37495995802225E-5	54886
16957	3.635713317126568E-6	2369
16958	6.97663906799963E-6	9397
16959	1.6999416320618815E-5	136
1696	3.635713317126568E-6	647
16960	1.1988027694309222E-5	1028
16961	2.9478756625350555E-7	1028
16962	6.97663906799963E-6	8688
16963	1.0317564818872692E-5	1573
16964	2.2010804946928405E-5	4193
16965	3.635713317126568E-6	54903
16966	1.965250441690037E-6	1028
16967	6.97663906799963E-6	1191
16968	1.0317564818872692E-5	1558
16969	2.9478756625350555E-7	1437
1697	5.37495995802225E-5	10881
16970	3.635713317126568E-6	16938
16971	8.647101943436162E-6	1028
16972	2.9478756625350555E-7	1028
16973	1.965250441690037E-6	1029
16974	2.9478756625350555E-7	1029
16975	2.9478756625350555E-7	1029
16976	1.965250441690037E-6	7335
16977	3.635713317126568E-6	71510
16978	2.9478756625350555E-7	1029
16979	2.9478756625350555E-7	1029
1698	2.9478756625350555E-7	14
16980	5.306176192563099E-6	1029
16981	2.9478756625350555E-7	1029
16982	2.9478756625350555E-7	1029
16983	2.9478756625350555E-7	1029
16984	2.9478756625350555E-7	1029
16985	1.965250441690037E-6	1029
16986	2.9478756625350555E-7	1029
16987	2.9478756625350555E-7	1029
16988	2.9478756625350555E-7	18
16989	2.9478756625350555E-7	1029
1699	1.1889765172224727E-4	548
16990	2.9478756625350555E-7	1029
16991	1.6999416320618815E-5	54914
16992	2.9478756625350555E-7	1029
16993	1.965250441690037E-6	1029
16994	2.9478756625350555E-7	1029
16995	2.9478756625350555E-7	1029
16996	1.1988027694309222E-5	2339
16997	5.37495995802225E-5	6653
16998	5.306176192563099E-6	1029
16999	1.3658490569745754E-5	1029
17	1.9740940686776475E-4	1790
170	1.965250441690037E-6	1890
1700	6.97663906799963E-6	22560
17000	2.9478756625350555E-7	1029
17001	2.9478756625350555E-7	1029
17002	2.9478756625350555E-7	1029
17003	1.965250441690037E-6	1029
17004	2.9478756625350555E-7	13071
17005	2.9478756625350555E-7	1029
17006	1.965250441690037E-6	1029
17007	1.0219302296788187E-4	1606
17008	1.5328953445182282E-5	16836
17009	5.37495995802225E-5	18
1701	4.87382109539129E-5	1401
17010	3.635713317126568E-6	54941
17011	1.965250441690037E-6	1030
17012	1.1054533734506455E-4	54946
17013	8.647101943436162E-6	1845
17014	3.635713317126568E-6	7843
17015	2.9478756625350555E-7	4282
17016	5.306176192563099E-6	1030
17017	5.306176192563099E-6	7522
17018	5.306176192563099E-6	23015
17019	1.965250441690037E-6	1030
1702	8.882931996438963E-5	18
17020	2.9478756625350555E-7	1030
17021	2.9478756625350555E-7	1030
17022	1.965250441690037E-6	1030
17023	2.9478756625350555E-7	6175
17024	3.635713317126568E-6	6439
17025	1.5328953445182282E-5	1030
17026	2.9478756625350555E-7	1030
17027	3.635713317126568E-6	24318
17028	2.9478756625350555E-7	1030
17029	2.9478756625350555E-7	1030
1703	6.97663906799963E-6	1025
17030	1.6999416320618815E-5	3183
17031	1.965250441690037E-6	6855
17032	2.9478756625350555E-7	1031
17033	2.9478756625350555E-7	1031
17034	1.0317564818872692E-5	1031
17035	5.306176192563099E-6	6680
17036	2.9478756625350555E-7	5630
17037	3.635713317126568E-6	1032
17038	1.965250441690037E-6	1032
17039	8.647101943436162E-6	5452
1704	8.647101943436162E-6	135
17040	1.5328953445182282E-5
17041	1.965250441690037E-6	21280
17042	8.647101943436162E-6	1032
17043	1.965250441690037E-6	1642
17044	2.2010804946928405E-5	9591
17045	6.97663906799963E-6	31285
17046	2.9478756625350555E-7	1032
17047	1.965250441690037E-6	1032
17048	2.9478756625350555E-7	1752
17049	2.9478756625350555E-7	1032
1705	3.8715433701293714E-5	17559
17050	3.635713317126568E-6	1032
17051	1.965250441690037E-6	2118
17052	1.965250441690037E-6
17053	1.965250441690037E-6
17054	1.965250441690037E-6	2871
17055	3.635713317126568E-6	1033
17056	1.965250441690037E-6
17057	5.306176192563099E-6	9306
17058	2.9478756625350555E-7	1033
17059	3.3704045074984125E-5	25598
1706	3.635713317126568E-6	13207
17060	3.635713317126568E-6	576
17061	1.965250441690037E-6	1033
17062	8.647101943436162E-6	1475
17063	1.965250441690037E-6	17060
17064	2.9478756625350555E-7	17062
17065	5.306176192563099E-6	15034
17066	1.965250441690037E-6	1033
17067	1.965250441690037E-6	1035
17068	5.306176192563099E-6
17069	1.965250441690037E-6
1707	4.7067748078476364E-5	620
17070	3.635713317126568E-6	1035
17071	7.546561696089738E-5	3954
17072	1.965250441690037E-6
17073	5.37495995802225E-5	54985
17074	6.54428397082782E-5	8272
17075	2.7022193573238E-5	2120
17076	4.2056359452166774E-5	45437
17077	3.635713317126568E-6
17078	1.965250441690037E-6
17079	4.2056359452166774E-5	10424
1708	2.9478756625350555E-7	14
17080	2.0340342071491875E-5	4984
17081	6.97663906799963E-6
17082	2.3681267822364935E-5
17083	1.3658490569745754E-5
17084	3.635713317126568E-6
17085	2.2010804946928405E-5	2985
17086	2.2010804946928405E-5	25990
17087	1.0317564818872692E-5	10424
17088	3.635713317126568E-6
17089	1.965250441690037E-6
1709	1.1555672597137419E-4	14
17090	5.306176192563099E-6
17091	1.965250441690037E-6
17092	3.635713317126568E-6
17093	5.306176192563099E-6	17086
17094	3.635713317126568E-6
17095	3.635713317126568E-6
17096	5.306176192563099E-6	20790
17097	1.965250441690037E-6	8512
17098	3.635713317126568E-6
17099	1.6999416320618815E-5	54996
171	2.9478756625350555E-7	0
1710	3.635713317126568E-6	90
17100	1.965250441690037E-6	1035
17101	2.9478756625350555E-7	1035
17102	2.9478756625350555E-7	1035
17103	3.635713317126568E-6	1035
17104	2.9478756625350555E-7	1035
17105	1.965250441690037E-6	1035
17106	3.635713317126568E-6	1035
17107	2.9478756625350555E-7	1035
17108	2.9478756625350555E-7	1035
17109	2.9478756625350555E-7	1035
1711	2.9478756625350555E-7	14
17110	2.9478756625350555E-7	1035
17111	1.965250441690037E-6	1516
17112	2.9478756625350555E-7	1035
17113	2.9478756625350555E-7	135
17114	5.306176192563099E-6	1171
17115	2.9478756625350555E-7	1035
17116	2.9478756625350555E-7	1035
17117	1.965250441690037E-6	1036
17118	8.647101943436162E-6
17119	3.635713317126568E-6	645
1712	5.565589250866173E-4	9791
17120	5.306176192563099E-6	45048
17121	1.965250441690037E-6
17122	3.635713317126568E-6	1036
17123	2.9478756625350555E-7	1036
17124	2.9478756625350555E-7	1036
17125	1.965250441690037E-6	1036
17126	2.5351730697801468E-5	44
17127	2.9478756625350555E-7	4029
17128	1.5328953445182282E-5	4931
17129	1.965250441690037E-6	4523
1713	1.0553394871875493E-4	32
17130	2.9478756625350555E-7	1036
17131	2.9478756625350555E-7	1036
17132	5.306176192563099E-6
17133	1.965250441690037E-6	1037
17134	2.9478756625350555E-7	55009
17135	5.306176192563099E-6	1037
17137	1.965250441690037E-6	1040
17138	3.635713317126568E-6	7400
17139	3.635713317126568E-6	1042
1714	1.6901153798534353E-4	4030
17140	2.9478756625350555E-7	1047
17141	3.635713317126568E-6	1049
17142	1.965250441690037E-6	1049
17143	1.965250441690037E-6	2566
17144	2.9478756625350555E-7	1051
17145	1.965250441690037E-6
17146	1.965250441690037E-6
17147	2.9478756625350555E-7	1056
17148	3.635713317126568E-6	55012
17149	1.965250441690037E-6
1715	1.6065922360816083E-4	725
17150	3.635713317126568E-6
17151	1.965250441690037E-6
17152	1.965250441690037E-6	737
17153	1.965250441690037E-6
17154	2.0340342071491875E-5	19457
17155	2.0340342071491875E-5	11318
17156	8.647101943436162E-6	1059
17157	5.306176192563099E-6	17210
17158	5.306176192563099E-6	1059
17159	1.1988027694309222E-5	24364
1716	3.744784716640382E-4	30
17160	1.965250441690037E-6	1064
17161	2.9478756625350555E-7	12133
17162	6.97663906799963E-6	1069
17163	2.9478756625350555E-7	1069
17164	5.306176192563099E-6	18
17165	1.965250441690037E-6
17166	1.6999416320618815E-5	11519
17167	5.306176192563099E-6	1439
17168	5.306176192563099E-6	55029
17169	1.0317564818872692E-5	22954
1717	1.2056811459768382E-4	853
17170	2.869265644867453E-5	45472
17171	5.306176192563099E-6	12807
17172	3.635713317126568E-6	1072
17173	1.965250441690037E-6	55040
17174	3.635713317126568E-6
17175	3.635713317126568E-6	1075
17176	2.9478756625350555E-7	1075
17177	2.9478756625350555E-7	1075
17178	2.9478756625350555E-7	1075
17179	2.9478756625350555E-7	1075
1718	2.6088699613435333E-4	3899
17180	2.9478756625350555E-7	1075
17181	2.9478756625350555E-7	14755
17182	2.9478756625350555E-7	55042
17183	2.9478756625350555E-7	1075
17184	2.9478756625350555E-7	1075
17185	2.9478756625350555E-7	1075
17186	2.9478756625350555E-7	1075
17187	2.9478756625350555E-7	1075
17188	1.965250441690037E-6	2759
17189	1.965250441690037E-6	6835
1719	0.0019046224655638697	15335
17190	3.635713317126568E-6	18
17191	1.965250441690037E-6
17192	1.1988027694309222E-5	11236
17193	5.306176192563099E-6	5952
17194	1.0317564818872692E-5	7549
17195	1.965250441690037E-6
17196	1.965250441690037E-6	1077
17197	1.1988027694309222E-5	7172
17198	1.965250441690037E-6
17199	1.1988027694309222E-5	11581
172	3.27705511151815E-4	2791
1720	7.880654271177045E-5	5818
17200	1.1889765172224727E-4	55049
17201	2.9478756625350555E-7	1077
17202	2.9478756625350555E-7	1077
17203	6.97663906799963E-6	2063
17204	2.9478756625350555E-7	1078
17205	5.306176192563099E-6
17206	6.97663906799963E-6	2631
17207	5.306176192563099E-6	55050
17208	5.306176192563099E-6	9642
17209	1.965250441690037E-6
1721	1.5328953445182282E-5	235
17210	8.647101943436162E-6	17211
17211	1.5328953445182282E-5	2872
17212	5.306176192563099E-6	5770
17213	1.0317564818872692E-5	12499
17214	2.0340342071491875E-5	1083
17215	3.635713317126568E-6	1179
17216	1.965250441690037E-6	55055
17217	2.9478756625350555E-7	7802
17218	1.965250441690037E-6	1083
17219	1.5328953445182282E-5	20133
1722	1.965250441690037E-6	22746
17220	2.9478756625350555E-7	1083
17221	2.9478756625350555E-7	1083
17222	2.9478756625350555E-7	7802
17223	6.97663906799963E-6	8532
17224	2.9478756625350555E-7	7802
17225	2.9478756625350555E-7	7802
17226	6.97663906799963E-6	55060
17227	3.635713317126568E-6	19899
17228	1.965250441690037E-6	4041
17229	1.5328953445182282E-5	3281
1723	2.9478756625350555E-7	1255
17230	5.306176192563099E-6	689
17231	1.6999416320618815E-5	12614
17232	1.965250441690037E-6
17233	2.9478756625350555E-7	1088
17234	2.9478756625350555E-7	1091
17235	8.647101943436162E-6	18
17236	1.0317564818872692E-5	17915
17237	6.97663906799963E-6	2031
17238	6.210191395740514E-5	28378
17239	5.306176192563099E-6
1724	1.6999416320618815E-5	2939
17240	1.0720441159419148E-4
17241	2.9478756625350555E-7	16677
17242	3.635713317126568E-6	1149
17243	1.965250441690037E-6
17244	2.0340342071491875E-5	55087
17245	1.1988027694309222E-5	3432
17246	1.965250441690037E-6
17247	1.965250441690037E-6
17248	1.965250441690037E-6
17249	3.635713317126568E-6	1098
1725	8.214746846264351E-5	17240
17250	2.9478756625350555E-7	1098
17251	3.7044970825857184E-5	21938
17252	6.97663906799963E-6	32612
17253	1.965250441690037E-6
17254	1.965250441690037E-6
17255	1.965250441690037E-6	1102
17256	8.647101943436162E-6	23677
17257	1.965250441690037E-6
17258	2.5351730697801468E-5	55102
17259	1.3658490569745754E-5	10252
1726	1.8669879196055345E-5	5972
17260	1.1988027694309222E-5	4451
17261	2.2010804946928405E-5	49538
17262	1.8669879196055345E-5	44099
17263	3.3704045074984125E-5	17264
17264	1.5328953445182282E-5	17263
17265	8.647101943436162E-6	16334
17266	1.965250441690037E-6	16334
17267	2.9478756625350555E-7	1102
17268	3.635713317126568E-6	1102
17269	2.0340342071491875E-5	55112
1727	9.551117146613575E-5	4482
17270	2.9478756625350555E-7	1102
17271	8.647101943436162E-6
17272	1.965250441690037E-6	1401
17273	2.9478756625350555E-7	1071
17274	2.9478756625350555E-7	1106
17275	2.9478756625350555E-7	1106
17276	1.965250441690037E-6	1106
17277	5.306176192563099E-6	1106
17278	3.635713317126568E-6	1227
17279	5.306176192563099E-6	9777
1728	2.2010804946928405E-5	4947
17280	5.306176192563099E-6	2956
17281	2.9478756625350555E-7	1108
17282	2.9478756625350555E-7	1274
17283	3.635713317126568E-6	426
17284	3.635713317126568E-6	443
17285	1.965250441690037E-6	53411
17286	3.7044970825857184E-5	3557
17287	1.965250441690037E-6	1109
17288	1.5328953445182282E-5	8379
17289	2.9478756625350555E-7	1109
1729	3.635713317126568E-6	15
17290	1.965250441690037E-6	1109
17291	1.965250441690037E-6	1109
17292	2.9478756625350555E-7	1111
17293	2.9478756625350555E-7	1111
17294	2.869265644867453E-5	22875
17295	8.647101943436162E-6	18
17296	8.647101943436162E-6	7393
17297	5.306176192563099E-6	7622
17298	2.9478756625350555E-7	1112
17299	2.9478756625350555E-7	1112
173	2.9478756625350555E-7	0
1730	8.381793133808004E-5	22896
17300	5.306176192563099E-6	11402
17301	1.965250441690037E-6
17302	1.965250441690037E-6
17303	5.306176192563099E-6	1114
17304	1.965250441690037E-6	1114
17305	1.965250441690037E-6	1114
17306	1.965250441690037E-6	17305
17307	5.306176192563099E-6	19202
17308	2.9478756625350555E-7	1118
17309	1.965250441690037E-6	1119
1731	6.377237683284168E-5	918
17310	3.635713317126568E-6
17311	3.635713317126568E-6
17312	2.9478756625350555E-7	1119
17313	2.9478756625350555E-7	1119
17314	3.635713317126568E-6	3601
17315	2.9478756625350555E-7	1122
17316	2.9478756625350555E-7	55124
17317	1.965250441690037E-6	1126
17318	1.965250441690037E-6	1126
17319	2.9478756625350555E-7	1126
1732	6.210191395740514E-5	22952
17320	2.9478756625350555E-7	11364
17321	1.6999416320618815E-5	723
17322	3.635713317126568E-6	15620
17323	2.9478756625350555E-7	1128
17324	5.306176192563099E-6	5247
17325	2.9478756625350555E-7	1128
17326	2.9478756625350555E-7	1128
17327	6.97663906799963E-6
17328	2.9478756625350555E-7	1129
17329	2.9478756625350555E-7	1129
1733	2.0340342071491875E-5	19191
17330	2.9478756625350555E-7	1129
17331	1.965250441690037E-6	1413
17332	2.9478756625350555E-7	27
17333	2.9478756625350555E-7	1090
17334	5.306176192563099E-6
17335	3.635713317126568E-6	1132
17336	2.9478756625350555E-7	11849
17337	3.635713317126568E-6	55127
17338	2.9478756625350555E-7	10691
17339	1.965250441690037E-6
1734	1.1988027694309222E-5	1730
17340	2.9478756625350555E-7	1137
17341	1.965250441690037E-6
17342	1.5328953445182282E-5	4422
17343	2.9478756625350555E-7	25166
17344	2.9478756625350555E-7	1142
17345	2.9478756625350555E-7	55130
17346	2.9478756625350555E-7	6875
17347	1.965250441690037E-6	1143
17348	2.9478756625350555E-7	4177
17349	2.9478756625350555E-7	1144
1735	4.3726822327603304E-5	6730
17350	2.9478756625350555E-7	16911
17351	2.9478756625350555E-7	1144
17352	5.306176192563099E-6	1144
17353	2.9478756625350555E-7	1145
17354	3.635713317126568E-6	4659
17355	2.9478756625350555E-7	1146
17356	2.9478756625350555E-7	1146
17357	1.0317564818872692E-5
17358	3.635713317126568E-6	2239
17359	2.9478756625350555E-7	1147
1736	3.7044970825857184E-5	1846
17360	2.9478756625350555E-7	1147
17361	1.965250441690037E-6	5829
17362	1.965250441690037E-6	13449
17363	3.635713317126568E-6	1147
17364	5.306176192563099E-6	1245
17365	1.965250441690037E-6
17366	1.965250441690037E-6	17370
17367	3.635713317126568E-6	17369
17368	5.306176192563099E-6	13553
17369	1.3658490569745754E-5	1149
1737	1.5328953445182282E-5	15
17370	8.647101943436162E-6	1149
17371	3.635713317126568E-6	1153
17372	1.965250441690037E-6
17373	3.635713317126568E-6
17374	1.965250441690037E-6	1150
17375	3.635713317126568E-6
17376	2.9478756625350555E-7	1151
17377	1.965250441690037E-6	1151
17378	6.97663906799963E-6	55134
17379	3.635713317126568E-6
1738	2.7592116201328223E-4	4558
17380	1.965250441690037E-6
17381	1.965250441690037E-6
17382	1.965250441690037E-6	1156
17383	3.635713317126568E-6	10250
17384	3.635713317126568E-6	55138
17385	2.9478756625350555E-7	1156
17386	2.9478756625350555E-7	1156
17387	2.9478756625350555E-7	1156
17388	2.9478756625350555E-7	1156
17389	2.9478756625350555E-7	8217
1739	1.965250441690037E-6
17390	2.9478756625350555E-7	1156
17391	2.9478756625350555E-7	1156
17392	2.9478756625350555E-7	1157
17393	1.965250441690037E-6	29080
17394	3.635713317126568E-6	1152
17395	6.97663906799963E-6	55139
17396	1.965250441690037E-6	1152
17397	1.965250441690037E-6	4794
17398	1.965250441690037E-6
17399	2.9478756625350555E-7	1158
174	1.965250441690037E-6	97
1740	1.439545948537954E-4	23044
17400	6.97663906799963E-6	55141
17401	1.0317564818872692E-5	55150
17402	1.3658490569745754E-5	55153
17403	3.635713317126568E-6	1158
17404	2.9478756625350555E-7	55158
17405	2.9478756625350555E-7	9682
17406	2.9478756625350555E-7	9016
17407	2.9478756625350555E-7	1158
17408	8.647101943436162E-6	3240
17409	2.9478756625350555E-7	29
1741	1.389432062274858E-4	2050
17410	2.9478756625350555E-7	1473
17411	3.635713317126568E-6	2128
17412	3.635713317126568E-6	55162
17413	2.9478756625350555E-7	3550
17414	1.965250441690037E-6
17415	1.965250441690037E-6
17416	1.965250441690037E-6	16796
17417	3.635713317126568E-6	7398
17418	1.965250441690037E-6	1161
17419	6.97663906799963E-6	1161
1742	4.2056359452166774E-5	588
17420	5.306176192563099E-6	1763
17421	1.965250441690037E-6	1163
17422	2.3681267822364935E-5	11520
17423	1.965250441690037E-6	1163
17424	2.9478756625350555E-7	1163
17425	2.9478756625350555E-7	1163
17426	2.9478756625350555E-7	1164
17427	2.9478756625350555E-7	1164
17428	2.9478756625350555E-7	1164
17429	8.548839421351657E-5	18
1743	1.965250441690037E-6	3004
17430	2.9478756625350555E-7	1164
17431	2.2010804946928405E-5	14574
17432	1.965250441690037E-6
17433	2.2010804946928405E-5	143
17434	1.965250441690037E-6	1165
17435	2.9478756625350555E-7	1165
17436	2.9478756625350555E-7	2198
17437	2.9478756625350555E-7	1165
17438	2.9478756625350555E-7	1165
17439	2.9478756625350555E-7	1166
1744	1.965250441690037E-6
17440	2.9478756625350555E-7	1166
17441	2.9478756625350555E-7	1167
17442	2.9478756625350555E-7	1167
17443	2.9478756625350555E-7	1167
17444	2.9478756625350555E-7	1167
17445	2.9478756625350555E-7	1167
17446	1.965250441690037E-6	16250
17447	8.647101943436162E-6	1170
17448	2.9478756625350555E-7	1170
17449	2.9478756625350555E-7	6893
1745	1.965250441690037E-6	235
17450	2.9478756625350555E-7	1171
17451	1.6999416320618815E-5	18
17452	2.9478756625350555E-7	1171
17453	2.9478756625350555E-7	1171
17454	2.9478756625350555E-7	1171
17455	1.8669879196055345E-5	1906
17456	2.9478756625350555E-7	1171
17457	1.5328953445182282E-5	1309
17458	3.635713317126568E-6	44246
17459	1.965250441690037E-6	854
1746	5.306176192563099E-6	350
17460	2.9478756625350555E-7	1171
17461	2.9478756625350555E-7	1171
17462	1.965250441690037E-6	1171
17463	2.9478756625350555E-7	1171
17464	3.635713317126568E-6	5382
17465	1.3658490569745754E-5	55195
17466	3.635713317126568E-6	1172
17467	1.965250441690037E-6	1172
17468	1.1988027694309222E-5	7400
17469	2.9478756625350555E-7	1173
1747	2.809325506395918E-4	558
17470	2.9478756625350555E-7	1173
17471	2.9478756625350555E-7	1173
17472	2.9478756625350555E-7	8014
17473	1.965250441690037E-6	55199
17474	2.9478756625350555E-7	1173
17475	1.965250441690037E-6	1173
17476	2.9478756625350555E-7	1173
17477	2.9478756625350555E-7	1173
17478	2.9478756625350555E-7	26262
17479	1.965250441690037E-6	1173
1748	2.742506991378457E-4	5941
17480	1.965250441690037E-6	13735
17481	8.647101943436162E-6	42664
17482	1.5328953445182282E-5	6732
17483	5.306176192563099E-6	2614
17484	1.965250441690037E-6	8496
17485	2.9478756625350555E-7	1175
17486	4.0385896576730244E-5	24535
17487	2.9478756625350555E-7	1176
17488	1.1988027694309222E-5	9224
17489	2.9478756625350555E-7	9359
1749	6.918664179969735E-4	733
17490	1.1988027694309222E-5	1401
17491	5.306176192563099E-6	20096
17492	2.9478756625350555E-7	1177
17493	2.9478756625350555E-7	1177
17494	1.965250441690037E-6	1177
17495	2.7022193573238E-5	1753
17496	2.9478756625350555E-7	1177
17497	1.965250441690037E-6	1177
17498	1.3658490569745754E-5	40990
17499	2.2010804946928405E-5	12557
175	4.7067748078476364E-5	354
1750	1.1555672597137419E-4	18
17500	2.9478756625350555E-7	1177
17501	2.9478756625350555E-7	1177
17502	3.635713317126568E-6	26685
17503	1.1988027694309222E-5	18
17504	1.965250441690037E-6	1753
17505	8.647101943436162E-6	4415
